fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2
501075,2025-10-22,2.422,2.480,2025-10-22,2.4259,2025-10-22,2.4347,,0.36,-0.16,,2133,0,0.000,-0.73,0,501075,
501075,2025-10-23,2.39,14.980,2025-10-23,2.4095,2025-10-23,2.4288,,0.80,-0.81,,2133,0,0.000,0.12,0,501075,
501075,2025-10-24,2.47,31.090,2025-10-24,2.5032,2025-10-24,2.4566,,-1.86,-1.33,,2127,-6,-0.280,1.95,0,501075,
501075,2025-10-27,2.525,37.880,2025-10-27,2.5735,2025-10-27,2.5472,,-1.02,-1.88,,2117,-10,-0.470,1.76,0,501075,
501075,2025-10-28,2.562,25.540,2025-10-28,2.5933,2025-10-28,2.5796,,-0.53,-1.21,,2106,-11,-0.520,0.24,0,501075,
501075,2025-10-29,2.597,13.200,2025-10-29,2.6145,2025-10-29,2.6138,,-0.03,-0.67,,2098,-8,-0.380,0.79,0,501075,
501075,2025-10-30,2.557,107.360,2025-10-30,2.5669,2025-10-30,2.5824,,0.60,-0.39,,2093,-5,-0.240,-1.23,0,501075,
501075,2025-10-31,2.485,54.810,2025-10-31,2.4761,2025-10-31,2.5019,,1.04,0.36,,2082,-11,-0.530,-2.53,0,501075,
501075,2025-11-03,2.456,8.250,2025-11-03,2.4774,2025-11-03,2.4772,,-0.01,-0.86,,2080,-2,-0.100,0.04,0,501075,
501075,2025-11-04,2.435,8.800,2025-11-04,2.4491,2025-11-04,2.4504,,0.05,-0.58,,2076,-4,-0.190,-1.09,0,501075,
501075,2025-11-05,2.43,8.770,2025-11-05,2.4389,2025-11-05,2.4372,,-0.07,-0.36,,2076,0,0.000,-0.49,0,501075,
501075,2025-11-06,2.47,7.460,2025-11-06,2.4798,2025-11-06,2.4788,,-0.04,-0.4,,2074,-2,-0.100,1.64,0,501075,
501075,2025-11-07,2.432,1.950,2025-11-07,2.4494,2025-11-07,2.4487,,-0.03,-0.71,,2074,0,0.000,-1.25,0,501075,
501075,2025-11-10,2.413,26.400,2025-11-10,2.4315,2025-11-10,2.4389,,0.30,-0.76,,2074,0,0.000,-0.43,0,501075,
501075,2025-11-11,2.387,13.180,2025-11-11,2.3975,2025-11-11,2.4025,,0.21,-0.44,,2074,0,0.000,-1.19,0,501075,
501075,2025-11-12,2.367,6.990,2025-11-12,2.3852,2025-11-12,2.3845,,-0.03,-0.76,,2070,-4,-0.190,-0.54,0,501075,
501075,2025-11-13,2.392,15.100,2025-11-13,2.3997,2025-11-13,2.4151,,0.64,-0.32,,2069,-1,-0.050,1.25,0,501075,
