fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2
501015,2025-10-21,2.071,84.300,2025-10-21,2.069,2025-10-21,2.1035,,1.67,0.1,,1848,-1,-0.050,3.52,0,501015,
501015,2025-10-22,2.043,64.910,2025-10-22,2.043,2025-10-22,2.0580,,0.73,0.0,,1847,-1,-0.050,-0.53,0,501015,
501015,2025-10-23,2.015,58.540,2025-10-23,2.035,2025-10-23,2.0394,,0.22,-0.98,,1846,-1,-0.050,-0.17,0,501015,
501015,2025-10-24,2.085,118.080,2025-10-24,2.104,2025-10-24,2.1232,,0.91,-0.9,,1845,-1,-0.050,4.33,0,501015,
501015,2025-10-27,2.152,100.010,2025-10-27,2.18,2025-10-27,2.2003,,0.93,-1.28,,1845,0,0.000,4.58,0,501015,
501015,2025-10-28,2.138,87.090,2025-10-28,2.16,2025-10-28,2.1695,,0.44,-1.02,,1844,-1,-0.050,-0.48,0,501015,
501015,2025-10-29,2.165,74.070,2025-10-29,2.174,2025-10-29,2.1843,,0.47,-0.41,,1844,0,0.000,1.12,0,501015,
501015,2025-10-30,2.115,52.570,2025-10-30,2.14,2025-10-30,2.1576,,0.82,-1.17,,1844,0,0.000,-0.76,0,501015,
501015,2025-10-31,2.088,46.040,2025-10-31,2.102,2025-10-31,2.1103,,0.39,-0.67,,1829,-15,-0.810,-1.39,0,501015,
501015,2025-11-03,2.073,33.840,2025-11-03,2.067,2025-11-03,2.1074,,1.95,0.29,,1829,0,0.000,0.25,0,501015,
501015,2025-11-04,2.039,41.130,2025-11-04,2.046,2025-11-04,2.0524,,0.31,-0.34,,1823,-6,-0.330,-0.71,0,501015,
501015,2025-11-05,2.039,36.130,2025-11-05,2.041,2025-11-05,2.0497,,0.43,-0.1,,1823,0,0.000,0.18,0,501015,
501015,2025-11-06,2.058,41.010,2025-11-06,2.083,2025-11-06,2.0686,,-0.69,-1.2,,1823,0,0.000,1.35,0,501015,
501015,2025-11-07,2.04,15.250,2025-11-07,2.053,2025-11-07,2.0769,,1.16,-0.63,,1817,-6,-0.330,-0.29,0,501015,
