fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2
501081,2025-10-22,2.902,25.810,2025-10-22,2.8657,2025-10-22,2.8797,,0.49,1.27,,2904,0,0.000,-0.31,0,501081,
501081,2025-10-23,2.882,35.500,2025-10-23,2.8634,2025-10-23,2.8653,,0.07,0.65,,2905,1,0.030,-0.02,0,501081,
501081,2025-10-24,2.966,45.770,2025-10-24,2.9607,2025-10-24,2.9552,,-0.19,0.18,,2905,0,0.000,3.21,0,501081,
501081,2025-10-27,3.018,34.350,2025-10-27,3.0024,2025-10-27,3.0048,,0.08,0.52,,2905,0,0.000,1.49,0,501081,
501081,2025-10-28,3.004,47.680,2025-10-28,2.9716,2025-10-28,2.9787,,0.24,1.09,,2905,0,0.000,-0.79,0,501081,
501081,2025-10-29,2.995,28.130,2025-10-29,2.9966,2025-10-29,2.9762,,-0.68,-0.05,,2906,1,0.030,0.15,0,501081,
501081,2025-10-30,2.989,24.370,2025-10-30,2.9534,2025-10-30,2.9657,,0.42,1.21,,2915,9,0.310,-1.03,0,501081,
501081,2025-10-31,2.899,41.910,2025-10-31,2.9038,2025-10-31,2.8874,,-0.56,-0.17,,2915,0,0.000,-2.23,0,501081,
501081,2025-11-03,2.883,62.920,2025-11-03,2.8922,2025-11-03,2.8792,,-0.45,-0.32,,2915,0,0.000,-0.85,0,501081,
501081,2025-11-04,2.822,37.540,2025-11-04,2.8318,2025-11-04,2.8617,,1.06,-0.35,,2917,2,0.070,-1.05,0,501081,
501081,2025-11-05,2.828,25.180,2025-11-05,2.8337,2025-11-05,2.8219,,-0.42,-0.2,,2916,-1,-0.030,-0.35,0,501081,
501081,2025-11-06,2.871,16.940,2025-11-06,2.8912,2025-11-06,2.9015,,0.36,-0.7,,2916,0,0.000,2.39,0,501081,
501081,2025-11-07,2.832,21.020,2025-11-07,2.845,2025-11-07,2.8558,,0.38,-0.46,,2916,0,0.000,-1.22,0,501081,
501081,2025-11-10,2.838,15.080,2025-11-10,2.8437,2025-11-10,2.8376,,-0.21,-0.2,,2916,0,0.000,-0.26,0,501081,
501081,2025-11-11,2.84,27.200,2025-11-11,2.8192,2025-11-11,2.8107,,-0.30,0.74,,2916,0,0.000,-1.16,0,501081,
501081,2025-11-12,2.81,14.410,2025-11-12,2.8063,2025-11-12,2.8083,,0.07,0.13,,2912,-4,-0.140,-0.39,0,501081,
501081,2025-11-13,2.825,17.240,2025-11-13,2.8503,2025-11-13,2.8481,,-0.08,-0.89,,2913,1,0.030,1.49,0,501081,
501081,2025-11-14,2.786,23.980,2025-11-14,2.805,2025-11-14,2.7966,,-0.30,-0.68,,2913,0,0.000,-1.88,0,501081,
501081,2025-11-17,2.779,27.370,2025-11-17,2.7729,2025-11-17,2.7836,,0.39,0.22,,2912,-1,-0.030,-0.76,0,501081,
501081,2025-11-18,2.75,47.830,2025-11-18,2.7679,2025-11-18,2.7674,,-0.02,-0.65,,2881,-31,-1.060,-0.20,0,501081,
501081,2025-11-19,2.738,25.310,2025-11-19,2.7387,2025-11-19,2.7607,,0.80,-0.03,,2881,0,0.000,-0.26,0,501081,
501081,2025-11-20,2.691,28.710,2025-11-20,2.7041,2025-11-20,2.7159,,0.44,-0.48,,2881,0,0.000,-0.83,0,501081,
501081,2025-11-21,2.625,23.160,2025-11-21,2.6176,2025-11-21,2.6278,,0.39,0.28,,2848,-33,-1.150,-2.82,0,501081,
501081,2025-11-24,2.632,40.700,2025-11-24,2.6545,2025-11-24,2.6309,,-0.89,-0.85,,2848,0,0.000,0.51,0,501081,
501081,2025-11-25,2.702,47.330,2025-11-25,2.6925,2025-11-25,2.6951,,0.10,0.35,,2848,0,0.000,1.53,0,501081,
501081,2025-11-26,2.71,6.280,2025-11-26,2.7114,2025-11-26,2.7153,,0.14,-0.05,,2848,0,0.000,0.85,0,501081,
501081,2025-11-27,2.69,12.150,2025-11-27,2.6981,2025-11-27,2.6986,,0.02,-0.3,,2811,-37,-1.300,-0.47,0,501081,
501081,2025-11-28,2.708,30.380,2025-11-28,2.7377,2025-11-28,2.7183,,-0.71,-1.08,,2804,-7,-0.250,0.75,0,501081,
501081,2025-12-01,2.744,42.960,2025-12-01,2.7578,2025-12-01,2.7742,,0.59,-0.5,,2774,-30,-1.070,1.33,0,501081,
501081,2025-12-02,2.705,21.000,2025-12-02,2.7427,2025-12-02,2.7419,,-0.03,-1.37,,2755,-19,-0.680,-0.58,0,501081,
501081,2025-12-03,2.688,20.170,2025-12-03,2.7167,2025-12-03,2.7116,,-0.19,-1.06,,2752,-3,-0.110,-1.13,0,501081,
501081,2025-12-04,2.712,13.870,2025-12-04,2.7274,2025-12-04,2.7389,,0.42,-0.56,,2752,0,0.000,0.82,0,501081,
501081,2025-12-05,2.718,19.730,2025-12-05,2.7404,2025-12-05,2.7327,,-0.28,-0.82,,2752,0,0.000,0.19,0,501081,
501081,2025-12-08,2.76,14.430,2025-12-08,2.7809,2025-12-08,2.7689,,-0.43,-0.75,,2751,-1,-0.040,1.04,0,501081,
