fund_id,price_dt,price,volume,net_value_dt,net_value,est_val_dt,est_val,est_val_increase_rt,est_error_rt,discount_rt,amount_dt,amount,amount_incr,amount_increase_rt,ref_increase_rt,is_est,code,est_val2
501200,2025-10-22,0.884,12.920,2025-10-22,0.8864,2025-10-22,0.8830,,-0.38,-0.27,,543,0,0.000,-0.24,0,501200,
501200,2025-10-23,0.877,8.730,2025-10-23,0.8728,2025-10-23,0.8841,,1.29,0.48,,543,0,0.000,-0.26,0,501200,
501200,2025-10-24,0.893,16.650,2025-10-24,0.9153,2025-10-24,0.8878,,-3.00,-2.44,,543,0,0.000,1.72,0,501200,
501200,2025-10-27,0.927,11.770,2025-10-27,0.9416,2025-10-27,0.9248,,-1.78,-1.55,,543,0,0.000,1.04,0,501200,
501200,2025-10-28,0.925,3.060,2025-10-28,0.9384,2025-10-28,0.9388,,0.04,-1.43,,543,0,0.000,-0.29,0,501200,
501200,2025-10-29,0.935,2.380,2025-10-29,0.9539,2025-10-29,0.9521,,-0.19,-1.98,,544,1,0.180,1.46,0,501200,
501200,2025-10-30,0.926,2.510,2025-10-30,0.931,2025-10-30,0.9356,,0.49,-0.54,,542,-2,-0.370,-1.92,0,501200,
501200,2025-10-31,0.908,7.810,2025-10-31,0.9055,2025-10-31,0.9137,,0.91,0.28,,537,-5,-0.920,-1.86,0,501200,
501200,2025-11-03,0.901,7.930,2025-11-03,0.9013,2025-11-03,0.9000,,-0.14,-0.03,,531,-6,-1.120,-0.61,0,501200,
501200,2025-11-04,0.887,3.450,2025-11-04,0.8843,2025-11-04,0.8869,,0.29,0.31,,531,0,0.000,-1.60,0,501200,
501200,2025-11-05,0.895,0.060,2025-11-05,0.8878,2025-11-05,0.8869,,-0.10,0.81,,531,0,0.000,0.29,0,501200,
501200,2025-11-06,0.915,11.940,2025-11-06,0.9225,2025-11-06,0.9224,,-0.01,-0.81,,531,0,0.000,3.89,0,501200,
501200,2025-11-07,0.904,5.130,2025-11-07,0.9001,2025-11-07,0.9018,,0.19,0.43,,531,0,0.000,-2.25,0,501200,
501200,2025-11-10,0.89,12.050,2025-11-10,0.8815,2025-11-10,0.8835,,0.23,0.96,,531,0,0.000,-1.85,0,501200,
501200,2025-11-11,0.897,0.430,2025-11-11,0.8694,2025-11-11,0.8711,,0.20,3.17,,532,1,0.190,-1.18,0,501200,
501200,2025-11-12,0.883,0.720,2025-11-12,0.8667,2025-11-12,0.8699,,0.37,1.88,,539,7,1.320,0.06,0,501200,
501200,2025-11-13,0.88,4.280,2025-11-13,0.8729,2025-11-13,0.8656,,-0.84,0.81,,541,2,0.370,-0.12,0,501200,
501200,2025-11-14,0.865,2.160,2025-11-14,0.8509,2025-11-14,0.8562,,0.62,1.66,,549,8,1.480,-1.91,0,501200,
